Lat	35.04
Lon	-106.62
Alt	1619

yy	mm	dd	HH	MM	ss	datenum	Sun_Azimuth	ApparentSunEl	
2018	6	10	10	0	0	737221.4166666666	105.1366193063169	60.14132791506326
2018	6	11	10	0	0	737222.4166666666	104.9679570634135	60.13702544748141
2018	6	12	10	0	0	737223.4166666666	104.8103392480636	60.12847285145876
2018	6	13	10	0	0	737224.4166666666	104.6639345636307	60.11576668362578
2018	6	14	10	0	0	737225.4166666666	104.5288980711451	60.09900332923652
2018	6	15	10	0	0	737226.4166666666	104.4053711675134	60.07827876139756
2018	6	16	10	0	0	737227.4166666666	104.2934816081341	60.05368830785921
2018	6	17	10	0	0	737228.4166666666	104.1933435715008	60.02532642632946
2018	6	18	10	0	0	737229.4166666666	104.105057762552	59.99328648867058
2018	6	19	10	0	0	737230.4166666666	104.0287115521074	59.95766057481775
2018	6	20	10	0	0	737231.4166666666	103.9643791487824	59.91853927645557
2018	6	21	10	0	0	737232.4166666666	103.9121218006858	59.87601151120757
2018	6	22	10	0	0	737233.4166666666	103.8719880233475	59.83016434729436
2018	6	23	10	0	0	737234.4166666666	103.8440138512281	59.78108283929009
2018	6	24	10	0	0	737235.4166666666	103.8282231092966	59.7288498747436
2018	6	25	10	0	0	737236.4166666666	103.8246277020136	59.67354603202575
2018	6	26	10	0	0	737237.4166666666	103.8332279168373	59.61524944942615
2018	6	27	10	0	0	737238.4166666666	103.85401273947	59.55403570543076
2018	6	28	10	0	0	737239.4166666666	103.8869601783317	59.48997771019985
2018	6	29	10	0	0	737240.4166666666	103.9320375958553	59.42314560813534
2018	6	30	10	0	0	737241.4166666666	103.9892020443388	59.35360669141216
2018	7	1	10	0	0	737242.4166666666	104.0584006043808	59.28142532437999
2018	7	2	10	0	0	737243.4166666666	104.139570723856	59.20666287851447
2018	7	3	10	0	0	737244.4166666666	104.2326405559231	59.12937767787434
2018	7	4	10	0	0	737245.4166666666	104.3375292943523	59.04962495466713
2018	7	5	10	0	0	737246.4166666666	104.4541475049699	58.96745681479626
2018	7	6	10	0	0	737247.4166666666	104.5823974520131	58.88292221308541
2018	7	7	10	0	0	737248.4166666666	104.7221734182882	58.79606693783163
2018	7	8	10	0	0	737249.4166666666	104.8733620184476	58.70693360450915
2018	7	9	10	0	0	737250.4166666666	105.0358425045512	58.61556165823256
2018	7	10	10	0	0	737251.4166666666	105.2094870634062	58.52198738467025
2018	7	11	10	0	0	737252.4166666666	105.3941611054217	58.42624392928488
2018	7	12	10	0	0	737253.4166666666	105.5897235443796	58.32836132426726
2018	7	13	10	0	0	737254.4166666666	105.796027068208	58.22836652309137
2018	7	14	10	0	0	737255.4166666666	106.0129184007196	58.12628344241975
2018	7	15	10	0	0	737256.4166666666	106.2402385540946	58.02213301077646
2018	7	16	10	0	0	737257.4166666666	106.477823072545	57.91593322400828
2018	7	17	10	0	0	737258.4166666666	106.7255022670601	57.80769920690519
2018	7	18	10	0	0	737259.4166666666	106.9831014418679	57.69744328102927
2018	7	19	10	0	0	737260.4166666666	107.2504411126148	57.58517503815469
2018	7	20	10	0	0	737261.4166666666	107.527337216773	57.47090141909789
2018	7	21	10	0	0	737262.4166666666	107.8136013168381	57.35462679781046
2018	7	22	10	0	0	737263.4166666666	108.1090407965802	57.23635307020148
2018	7	23	10	0	0	737264.4166666666	108.4134590509649	57.1160797475795
2018	7	24	10	0	0	737265.4166666666	108.7266556702704	56.99380405435939
2018	7	25	10	0	0	737266.4166666666	109.0484266187728	56.86952102967466
2018	7	26	10	0	0	737267.4166666666	109.3785644088527	56.74322363287811
2018	7	27	10	0	0	737268.4166666666	109.7168582707388	56.61490285233297
2018	7	28	10	0	0	737269.4166666666	110.0630943185437	56.48454781734739
2018	7	29	10	0	0	737270.4166666666	110.4170557132507	56.35214591314192
2018	7	30	10	0	0	737271.4166666666	110.7785228229387	56.21768289825608
2018	7	31	10	0	0	737272.4166666666	111.1472733809188	56.0811430244399
2018	8	1	10	0	0	737273.4166666666	111.5230826421727	55.94250915853212
2018	8	2	10	0	0	737274.4166666666	111.9057235385049	55.80176290613366
2018	8	3	10	0	0	737275.4166666666	112.2949668329219	55.65888473688662
2018	8	4	10	0	0	737276.4166666666	112.690581273555	55.5138541109308
2018	8	5	10	0	0	737277.4166666666	113.0923337475333	55.36664960646717
2018	8	6	10	0	0	737278.4166666666	113.4999894349923	55.21724904796469
2018	8	7	10	0	0	737279.4166666666	113.9133119635739	55.06562963480901
2018	8	8	10	0	0	737280.4166666666	114.3320635637904	54.91176807032929
2018	8	9	10	0	0	737281.4166666666	114.7560052251598	54.75564069060753
2018	8	10	10	0	0	737282.4166666666	115.184896853381	54.59722359299974
2018	8	11	10	0	0	737283.4166666666	115.6184974288485	54.43649276423099
2018	8	12	10	0	0	737284.4166666666	116.0565651662288	54.27342420748851
2018	8	13	10	0	0	737285.4166666666	116.4988576753803	54.10799406859596
2018	8	14	10	0	0	737286.4166666666	116.9451321234935	53.94017876081969
2018	8	15	10	0	0	737287.4166666666	117.3951453983251	53.76995508808221
2018	8	16	10	0	0	737288.4166666666	117.8486542727075	53.5973003665441
2018	8	17	10	0	0	737289.4166666666	118.3054155697879	53.42219254404163
2018	8	18	10	0	0	737290.4166666666	118.7651863292079	53.244610317376
2018	8	19	10	0	0	737291.4166666666	119.2277239737272	53.06453324713517
2018	8	20	10	0	0	737292.4166666666	119.6927864762948	52.88194186989038
2018	8	21	10	0	0	737293.4166666666	120.1601325271531	52.69681780758162
2018	8	22	10	0	0	737294.4166666666	120.6295217007713	52.50914387387398
2018	8	23	10	0	0	737295.4166666666	121.1007146221604	52.31890417723822
2018	8	24	10	0	0	737296.4166666666	121.573473132529	52.12608422083825
2018	8	25	10	0	0	737297.4166666666	122.0475604536319	51.9306709987917
2018	8	26	10	0	0	737298.4166666666	122.5227413506376	51.73265308879988
2018	8	27	10	0	0	737299.4166666666	122.9987822930682	51.53202074100911
2018	8	28	10	0	0	737300.4166666666	123.47545161348	51.32876596294
2018	8	29	10	0	0	737301.4166666666	123.9525196636526	51.12288260055816
2018	8	30	10	0	0	737302.4166666666	124.429758967515	50.91436641502255
2018	8	31	10	0	0	737303.4166666666	124.9069443709636	50.70321515547446
2018	9	1	10	0	0	737304.4166666666	125.3838531877504	50.48942862745076
2018	9	2	10	0	0	737305.4166666666	125.8602653414848	50.27300875712758
2018	9	3	10	0	0	737306.4166666666	126.3359635031194	50.05395965115314
2018	9	4	10	0	0	737307.4166666666	126.8107332237362	49.8322876522241
2018	9	5	10	0	0	737308.4166666666	127.2843630622846	49.60800139016816
2018	9	6	10	0	0	737309.4166666666	127.7566447081047	49.38111182882643
2018	9	7	10	0	0	737310.4166666666	128.227373097827	49.15163230853762
2018	9	8	10	0	0	737311.4166666666	128.6963465264573	48.91957858422911
2018	9	9	10	0	0	737312.4166666666	129.1633667525192	48.68496885935183
2018	9	10	10	0	0	737313.4166666666	129.6282390970138	48.44782381550455
2018	9	11	10	0	0	737314.4166666666	130.090772535975	48.20816663790846
2018	9	12	10	0	0	737315.4166666666	130.5507797866765	47.96602303677688
2018	9	13	10	0	0	737316.4166666666	131.0080773871331	47.7214212646258
2018	9	14	10	0	0	737317.4166666666	131.4624857692052	47.47439212974152
2018	9	15	10	0	0	737318.4166666666	131.9138293247586	47.224969005612
2018	9	16	10	0	0	737319.4166666666	132.3619364653948	46.97318783678798
2018	9	17	10	0	0	737320.4166666666	132.8066396753861	46.7190871409836
2018	9	18	10	0	0	737321.4166666666	133.2477755581022	46.46270800771686
2018	9	19	10	0	0	737322.4166666666	133.6851848758234	46.20409409344953
2018	9	20	10	0	0	737323.4166666666	134.1187125831487	45.94329161347328
2018	9	21	10	0	0	737324.4166666666	134.5482078540495	45.68034933059264
2018	9	22	10	0	0	737325.4166666666	134.97352410288	45.41531854078342
2018	9	23	10	0	0	737326.4166666666	135.394518999211	45.14825305586648
2018	9	24	10	0	0	737327.4166666666	135.8110544769324	44.87920918339781
2018	9	25	10	0	0	737328.4166666666	136.2229967377658	44.60824570391262
2018	9	26	10	0	0	737329.4166666666	136.6302162492645	44.33542384552234
2018	9	27	10	0	0	737330.4166666666	137.0325877378289	44.06080725620556
2018	9	28	10	0	0	737331.4166666666	137.4299901765688	43.78446197363462
2018	9	29	10	0	0	737332.4166666666	137.8223067687436	43.50645639300412
2018	9	30	10	0	0	737333.4166666666	138.2094249265869	43.22686123255962
2018	10	1	10	0	0	737334.4166666666	138.5912362461841	42.94574949737657
2018	10	2	10	0	0	737335.4166666666	138.9676364783863	42.6631964411398
2018	10	3	10	0	0	737336.4166666666	139.3385254962585	42.37927952629931
2018	10	4	10	0	0	737337.4166666666	139.7038072590956	42.09407838244059
2018	10	5	10	0	0	737338.4166666666	140.0633897736448	41.8076747632574
2018	10	6	10	0	0	737339.4166666666	140.4171850524492	41.52015250195201
2018	10	7	10	0	0	737340.4166666666	140.7651090698297	41.23159746533708
2018	10	8	10	0	0	737341.4166666666	141.1070817157443	40.94209750662838
2018	10	9	10	0	0	737342.4166666666	141.4430267476872	40.65174241700912
2018	10	10	10	0	0	737343.4166666666	141.7728717410646	40.36062387607251
2018	10	11	10	0	0	737344.4166666666	142.0965480381296	40.06883540118081
2018	10	12	10	0	0	737345.4166666666	142.4139906958771	39.77647229580353
2018	10	13	10	0	0	737346.4166666666	142.7251384330465	39.4836315968783
2018	10	14	10	0	0	737347.4166666666	143.0299335765042	39.19041202128912
2018	10	15	10	0	0	737348.4166666666	143.3283220071941	38.89691391141302
2018	10	16	10	0	0	737349.4166666666	143.6202531059222	38.60323917989466
2018	10	17	10	0	0	737350.4166666666	143.9056796991142	38.30949125355691
2018	10	18	10	0	0	737351.4166666666	144.184558004764	38.0157750165694
2018	10	19	10	0	0	737352.4166666666	144.4568475787446	37.72219675286424
2018	10	20	10	0	0	737353.4166666666	144.7225112615998	37.42886408776906
2018	10	21	10	0	0	737354.4166666666	144.9815151260928	37.13588592900503
2018	10	22	10	0	0	737355.4166666666	145.2338284254111	36.84337240686683
2018	10	23	10	0	0	737356.4166666666	145.4794235424409	36.55143481379697
2018	10	24	10	0	0	737357.4166666666	145.7182759399357	36.2601855431884
2018	10	25	10	0	0	737358.4166666666	145.9503641118914	35.96973802752513
2018	10	26	10	0	0	737359.4166666666	146.1756695361206	35.68020667583551
2018	10	27	10	0	0	737360.4166666666	146.3941766280384	35.39170681038799
2018	10	28	10	0	0	737361.4166666666	146.6058726958106	35.10435460272088
2018	10	29	10	0	0	737362.4166666666	146.8107478968313	34.81826700892562
2018	10	30	10	0	0	737363.4166666666	147.0087951956906	34.5335617042459
2018	10	31	10	0	0	737364.4166666666	147.2000103233966	34.25035701687406
2018	11	1	10	0	0	737365.4166666666	147.3843917381901	33.96877186107696
2018	11	2	10	0	0	737366.4166666666	147.561940587568	33.68892566947878
2018	11	3	10	0	0	737367.4166666666	147.7326606719278	33.41093832467904
2018	11	4	10	0	0	737368.4166666666	147.8965584093175	33.1349300899731
2018	11	5	10	0	0	737369.4166666666	148.0536428017684	32.86102153942409
2018	11	6	10	0	0	737370.4166666666	148.2039254026411	32.58933348700808
2018	11	7	10	0	0	737371.4166666666	148.347420285408	32.31998691508377
2018	11	8	10	0	0	737372.4166666666	148.4841440134282	32.05310290196317
2018	11	9	10	0	0	737373.4166666666	148.6141156108208	31.78880254873323
2018	11	10	10	0	0	737374.4166666666	148.7373565343599	31.52720690528594
2018	11	11	10	0	0	737375.4166666666	148.8538906461892	31.2684368955052
2018	11	12	10	0	0	737376.4166666666	148.9637441874048	31.01261324175003
2018	11	13	10	0	0	737377.4166666666	149.0669457521781	30.75985638844786
2018	11	14	10	0	0	737378.4166666666	149.1635262625497	30.51028642503596
2018	11	15	10	0	0	737379.4166666666	149.2535189436334	30.26402300810705
2018	11	16	10	0	0	737380.4166666666	149.3369592991052	30.02118528285338
2018	11	17	10	0	0	737381.4166666666	149.4138850869097	29.78189180383828
2018	11	18	10	0	0	737382.4166666666	149.4843362949718	29.54626045507732
2018	11	19	10	0	0	737383.4166666666	149.54835511687	29.31440836955652
2018	11	20	10	0	0	737384.4166666666	149.605985927264	29.0864518481427
2018	11	21	10	0	0	737385.4166666666	149.6572752569295	28.86250627798278
2018	11	22	10	0	0	737386.4166666666	149.7022717673067	28.64268605044564
2018	11	23	10	0	0	737387.4166666666	149.741026224403	28.42710447864428
2018	11	24	10	0	0	737388.4166666666	149.7735914718798	28.21587371462773
2018	11	25	10	0	0	737389.4166666666	149.8000224031763	28.00910466627149
2018	11	26	10	0	0	737390.4166666666	149.8203759326279	27.80690691402937
2018	11	27	10	0	0	737391.4166666666	149.8347109652911	27.60938862751237
2018	11	28	10	0	0	737392.4166666666	149.8430883654316	27.41665648205597
2018	11	29	10	0	0	737393.4166666666	149.8455709235531	27.22881557535982
2018	11	30	10	0	0	737394.4166666666	149.8422233217799	27.04596934427834
2018	12	1	10	0	0	737395.4166666666	149.8331120975437	26.86821948187441
2018	12	2	10	0	0	737396.4166666666	149.8183056053543	26.69566585481466
2018	12	3	10	0	0	737397.4166666666	149.7978739767088	26.52840642128047
2018	12	4	10	0	0	737398.4166666666	149.7718890777892	26.36653714939143
2018	12	5	10	0	0	737399.4166666666	149.7404244651558	26.21015193641602
2018	12	6	10	0	0	737400.4166666666	149.7035553390878	26.05934252872527
2018	12	7	10	0	0	737401.4166666666	149.6613584946814	25.91419844275628
2018	12	8	10	0	0	737402.4166666666	149.6139122704417	25.7748068869578
2018	12	9	10	0	0	737403.4166666666	149.5612964945567	25.64125268501017
2018	12	10	10	0	0	737404.4166666666	149.5035924285889	25.51361820030556
2018	12	11	10	0	0	737405.4166666666	149.4408827086567	25.39198326189072
2018	12	12	10	0	0	737406.4166666666	149.3732512841385	25.27642509202155
2018	12	13	10	0	0	737407.4166666666	149.3007833535767	25.16701823529817
2018	12	14	10	0	0	737408.4166666666	149.2235652983419	25.06383448979241
2018	12	15	10	0	0	737409.4166666666	149.1416846134409	24.96694283998219
2018	12	16	10	0	0	737410.4166666666	149.0552298360633	24.87640939189601
2018	12	17	10	0	0	737411.4166666666	148.964290471287	24.79229731028318
2018	12	18	10	0	0	737412.4166666666	148.8689569156933	24.71466675827982
2018	12	19	10	0	0	737413.4166666666	148.7693203783669	24.64357483939491
2018	12	20	10	0	0	737414.4166666666	148.6654727996786	24.57907554208638
2018	12	21	10	0	0	737415.4166666666	148.5575067677773	24.52121968695896
2018	12	22	10	0	0	737416.4166666666	148.4455154330212	24.47005487674887
2018	12	23	10	0	0	737417.4166666666	148.3295924203041	24.42562544912135
2018	12	24	10	0	0	737418.4166666666	148.2098317395815	24.38797243246014
2018	12	25	10	0	0	737419.4166666666	148.0863276945337	24.3571335046436
2018	12	26	10	0	0	737420.4166666666	147.9591747896445	24.33314295495219
2018	12	27	10	0	0	737421.4166666666	147.828467635766	24.31603164914503
2018	12	28	10	0	0	737422.4166666666	147.6943008544064	24.30582699780836
2018	12	29	10	0	0	737423.4166666666	147.5567689808141	24.30255292798696
2018	12	30	10	0	0	737424.4166666666	147.4159663660939	24.30622985818741
2018	12	31	10	0	0	737425.4166666666	147.2719870785466	24.31687467679398
2019	1	1	10	0	0	737426.4166666666	147.1249248043101	24.33450072389044
